AllocationUUID,AllocationOwner,OwnerClassificationCV,State_x,LinkFieldA,ContractorName,State_y,LinkFieldB,success,SourceNum,WebLink
SDwr_WR27682,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR27692,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR27702,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR4312,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR4322,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR4332,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR4352,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR4362,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR4372,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR4392,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR4392A,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR439B2,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR5042,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR504A2,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR5922,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR6112,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
SDwr_WR6172,City Of Rapid City,WaDE Blank,SD,city of rapid citysd,City of Rapid City,SD,city of rapid citysd,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509404,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509405,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509406,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509407,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509502,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509704,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509705,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509706,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509707,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509708,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509709,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509710,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509711,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509750,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509755,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509756,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509757,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509758,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509805,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509807,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR509850,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR510806,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR510808,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR517101,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR517203,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR517307,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR518807,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR616601,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR616654,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR616904,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR616916,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR616917,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR624304,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR624305,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR624306,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR624307,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR624353,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR624355,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR624356,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR624357,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR624358,Canadian River Municipal Water Authority,WaDE Blank,TX,canadian river municipal water authoritytx,Canadian River Municipal Water Authority,TX,canadian river municipal water authoritytx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR7949601,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR7958704,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR7958813,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR8313701,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR8313702,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TWDBwr_WR8313801,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TXwr_WRC2464,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TXwr_WRC3214,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TXwr_WRC5434,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TXwr_WRP5655,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
TXwr_WRP5736,City Of Corpus Christi,WaDE Blank,TX,city of corpus christitx,City of Corpus Christi,TX,city of corpus christitx,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR256870,NEWTON WATER USERS ASSOCIATION,WaDE Blank,UT,newton water users associationut,Newton Water Users Association,UT,newton water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR312408,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR312417,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR312589,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR313563,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR313564,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR313565,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR313729,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR31438,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR315238,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR315306,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3510391,WEBER RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3510400,WEBER RIVER WATER USERS ASSOCIATION,Private,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3510597,WEBER RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3510657,WEBER RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3510811,WEBER RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3510818,WEBER RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3510874,WEBER RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3511019,WEBER RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3511159,WEBER RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3511209,WEBER RIVER WATER USERS ASSOCIATION,Bureau Reclamation (USBR),UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3511639,WEBER RIVER WATER USERS ASSOCIATION,Bureau Reclamation (USBR),UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3511940,WEBER RIVER WATER USERS ASSOCIATION,Bureau Reclamation (USBR),UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3512162,WEBER RIVER WATER USERS ASSOCIATION,Bureau Reclamation (USBR),UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR3512178,WEBER RIVER WATER USERS ASSOCIATION,Bureau Reclamation (USBR),UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR351496,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR35287,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR355240,OGDEN RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,ogden river water users associationut,Ogden River Water Users Association,UT,ogden river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR355298,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR355464,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR355529,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR355599,WEBER RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,weber river water users associationut,Weber River Water Users Association,UT,weber river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR358014,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR358034,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR358039,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR35841,WEBER BASIN WATER CONSERVANCY DISTRICT,WaDE Blank,UT,weber basin water conservancy districtut,Weber Basin Water Conservancy District,UT,weber basin water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR358890,PROVO RIVER WATER USERS ASSOCIATION,WaDE Blank,UT,provo river water users associationut,Provo River Water Users Association,UT,provo river water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR413487,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,Uintah Water Conservancy District,UT,uintah water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR413523,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,Uintah Water Conservancy District,UT,uintah water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR4311127,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,Central Utah Water Conservancy District,UT,central utah water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR4312263,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,Uintah Water Conservancy District,UT,uintah water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR4312313,UINTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,uintah water conservancy districtut,Uintah Water Conservancy District,UT,uintah water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR431709,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR431710,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR431716,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR431717,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR432501,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR432533,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR432534,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR432535,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR432538,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR433093,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR433123,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR433201,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR433255,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR433333,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR433812,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR433825,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,Central Utah Water Conservancy District,UT,central utah water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR435098,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR438910,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,Central Utah Water Conservancy District,UT,central utah water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR438911,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,Central Utah Water Conservancy District,UT,central utah water conservancy districtut,1,1 - Web Scraping,https://www.usbr.gov/projects/
UTwr_WR439045,MOON LAKE WATER USERS ASSOCIATION,WaDE Blank,UT,moon lake water users associationut,Moon Lake Water Users Association,UT,moon lake water users associationut,1,1 - Web Scraping,https://www.usbr.gov/projects/
